utc_timestamp,DE_load_actual,DE_solar_actual,DE_wind_onshore_actual,DE_wind_offshore_actual,DE_load_forecast,DE_solar_forecast,DE_wind_onshore_forecast,DE_wind_offshore_forecast,solar_error,wind_onshore_error,wind_offshore_error,load_error
2017-01-01 00:00:00+01:00,47132.207500000004,0.14250000000000002,12190.945,3299.87,39437.6675,0.0,12902.665,3201.25,-0.14250000000000002,711.7200000000012,-98.61999999999989,-7694.540000000001
2017-01-01 01:00:00+01:00,45861.31,0.135,12219.82,3300.0625,37684.725,0.0,12777.4875,3185.0,-0.135,557.6674999999996,-115.0625,-8176.584999999999
2017-01-01 02:00:00+01:00,44468.0375,0.1275,11965.955,3295.56,36841.067500000005,0.0,12715.6375,3177.25,-0.1275,749.6825000000008,-118.30999999999995,-7626.969999999994
2017-01-01 03:00:00+01:00,43272.0125,0.1275,11676.2775,3296.3424999999997,36677.285,0.0,12631.91,3172.75,-0.1275,955.6324999999997,-123.59249999999975,-6594.727499999994
2017-01-01 04:00:00+01:00,42486.167499999996,0.125,11774.4875,3295.045,36755.9075,0.0,12580.3925,3161.25,-0.125,805.9050000000007,-133.79500000000007,-5730.259999999995
2017-01-01 05:00:00+01:00,41291.9375,0.1375,12037.619999999999,3286.015,36266.9825,0.0,12719.3275,3162.25,-0.1375,681.7075000000004,-123.76499999999987,-5024.955000000002
2017-01-01 06:00:00+01:00,39969.9925,0.125,12459.7575,3184.0,34862.2525,0.0,12950.58,3170.75,-0.125,490.8225000000002,-13.25,-5107.739999999998
2017-01-01 07:00:00+01:00,40327.9375,0.9749999999999999,12735.432499999999,2884.9275,36738.3025,0.9475,13261.01,3129.0,-0.027499999999999858,525.5775000000012,244.07250000000022,-3589.635000000002
2017-01-01 08:00:00+01:00,41333.4375,260.6625,13031.295,2670.4875,39802.145000000004,416.25,13689.31,3010.5,155.58749999999998,658.0149999999994,340.0124999999998,-1531.292499999996
2017-01-01 09:00:00+01:00,43827.0,2000.0500000000002,12967.6525,2603.46,43124.307499999995,2563.5875,13965.935,2903.75,563.5374999999999,998.2824999999993,300.28999999999996,-702.6925000000047
2017-01-01 10:00:00+01:00,46328.009999999995,4537.83,11915.2675,2312.4474999999998,46032.3675,5233.8125,13887.7325,2662.0,695.9825000000001,1972.4650000000001,349.55250000000024,-295.64249999999447
2017-01-01 11:00:00+01:00,48854.4225,6648.64,10828.52,2178.645,48325.5725,7158.455,13386.2075,2266.75,509.8149999999996,2557.6875,88.10500000000002,-528.8499999999985
2017-01-01 12:00:00+01:00,49694.4475,7682.2775,10046.195,1958.0700000000002,48536.35,7802.875,12767.9275,1999.75,120.59749999999985,2721.7325,41.679999999999836,-1158.0975000000035
2017-01-01 13:00:00+01:00,48633.5775,6854.8725,9527.3925,1432.905,46833.0325,6940.29,12319.3125,1798.75,85.41749999999956,2791.92,365.845,-1800.5449999999983
2017-01-01 14:00:00+01:00,47742.417499999996,4486.8575,8972.755000000001,785.4475,45870.9225,4722.985,12300.3,1614.5,236.1274999999996,3327.5449999999983,829.0525,-1871.4949999999953
2017-01-01 15:00:00+01:00,48088.68,1585.135,8532.625,454.42,45913.585,1884.4975,12471.8725,1584.75,299.36249999999995,3939.2474999999995,1130.33,-2175.095000000001
2017-01-01 16:00:00+01:00,50506.2875,110.9725,8515.8525,527.3525,47844.835,143.04250000000002,12756.235,1579.5,32.07000000000002,4240.3825,1052.1475,-2661.4524999999994
2017-01-01 17:00:00+01:00,54695.83,0.4025,8952.625,595.475,50964.667499999996,1.7575,13039.525,1553.75,1.355,4086.8999999999996,958.275,-3731.162500000006
2017-01-01 18:00:00+01:00,55528.2175,0.11499999999999999,9084.7625,755.6425,51101.3625,0.0,13210.0775,1580.75,-0.11499999999999999,4125.314999999999,825.1075,-4426.854999999996
2017-01-01 19:00:00+01:00,54804.354999999996,0.1275,9246.11,933.54,50694.270000000004,0.0,13079.747500000001,1746.75,-0.1275,3833.6375000000007,813.21,-4110.084999999992
2017-01-01 20:00:00+01:00,52637.4125,0.125,9470.904999999999,1582.5625,48943.66,0.0,12680.565,1992.5,-0.125,3209.6600000000017,409.9375,-3693.752499999995
2017-01-01 21:00:00+01:00,51119.69,0.14,9619.41,1980.23,47691.542499999996,0.0,12436.035,2226.0,-0.14,2816.625,245.76999999999998,-3428.1475000000064
2017-01-01 22:00:00+01:00,50870.555,0.12,9845.8725,2446.2400000000002,47374.7025,0.0,12278.855,2342.75,-0.12,2432.9825,-103.49000000000024,-3495.852500000001
2017-01-01 23:00:00+01:00,48270.71,0.1275,9465.2775,2711.78,43961.285,0.0,12110.215,2321.5,-0.1275,2644.9375,-390.2800000000002,-4309.424999999996
2017-01-02 00:00:00+01:00,45764.8,0.13,9412.035,2958.3725,40791.3475,0.0,10691.0425,2609.0,-0.13,1279.0074999999997,-349.37249999999995,-4973.452499999999
