year,variable,hour,n,mean_error,std_error,mae,rmse,min_error,max_error,p50,p75,p90,p95,p99
2017,wind_onshore,12,365,-212.78728082191785,1431.3749534472195,990.7799657534247,1445.1641566600363,-6545.48,4378.314999999999,-29.485000000000127,497.5049999999992,1315.5825000000004,1740.7720000000002,2896.6889000000065
2017,wind_onshore,13,365,-202.27606849315072,1439.1791863877424,1021.9099863013697,1451.3709785017718,-6976.4025,4378.832499999997,-3.9025000000001455,591.2275,1311.8394999999996,1733.3149999999996,2936.896400000004
2017,wind_onshore,14,365,-177.3144726027397,1445.8950741573203,1037.143390410959,1454.7595272098968,-7016.134999999998,4023.897500000001,-50.3149999999996,624.4875000000002,1354.234000000002,1943.6970000000003,3203.2746000000006
2017,wind_onshore,15,365,-219.50198630136987,1462.2617498662835,1060.1420410958904,1476.6626016454195,-6905.855,3939.247499999999,-68.3774999999996,529.4099999999999,1414.6339999999998,2035.956500000001,3174.8607000000047
2017,wind_onshore,16,365,-247.744705479452,1457.3929629934973,1053.1250890410959,1476.330764209424,-6342.892499999998,4240.3825,-66.11499999999978,489.43749999999955,1539.1180000000002,2034.432500000001,2884.891700000005
2017,wind_onshore,17,365,-262.90348630136987,1492.8661953191595,1082.0663493150685,1513.823579964881,-6741.252500000002,4086.9,-92.35999999999969,556.9200000000001,1401.4310000000025,2001.0775,3262.7847
2017,wind_onshore,18,365,-308.81476027397264,1540.6316231149883,1118.7820479452055,1569.2066432132533,-6906.27,4125.314999999999,-55.12249999999767,512.7275000000002,1389.738000000001,1929.110000000001,3077.558900000002
2017,wind_onshore,19,365,-289.7115821917809,1562.74233658872,1129.5125547945206,1587.2635421428304,-7105.779999999999,3833.6375000000007,-3.4274999999997817,650.6999999999989,1298.1280000000008,1871.092,2903.4542000000006
2017,wind_onshore,20,365,-297.86324657534254,1591.266644135049,1153.3166027397262,1616.7605590227774,-7567.977500000001,3413.1125,66.45249999999942,658.255,1268.5745000000015,1971.9430000000004,2854.2927000000004
2017,wind_onshore,21,365,-365.7174863013699,1602.6750570977802,1162.2624178082192,1641.7306257846203,-7226.98,3781.9225000000006,-73.06999999999971,554.3125,1292.7255000000005,1841.9645000000003,3020.1827999999996
2017,wind_onshore,22,365,-245.63348630136994,1514.4270454430236,1099.184582191781,1532.1689049510571,-7211.560000000001,4472.040000000001,-34.05749999999989,609.6300000000001,1349.0520000000004,1883.4545000000007,3107.1123000000043
2017,wind_onshore,23,364,-276.277245879121,1529.1373366158102,1141.3971771978022,1551.8267676782891,-7108.439999999999,4189.245000000001,-102.09125000000085,638.3056250000004,1394.609249999999,1974.6992499999978,3262.6690750000034
2017,wind_offshore,0,365,-65.14135616438355,381.01393162857585,269.82402739726024,386.0275662733753,-1704.11,1417.6850000000004,-39.70749999999998,116.46750000000004,279.84450000000015,532.8345000000002,1106.8693000000026
2017,wind_offshore,1,365,-56.046308219178094,377.67190757623314,270.46693835616435,381.2957837223868,-1221.16,1430.625,-27.3275000000001,119.25250000000004,303.058,449.2679999999999,1181.0879000000016
2017,wind_offshore,2,365,-46.64591780821918,391.0097031911211,277.3520136986301,393.2499927450382,-1331.9800000000002,1448.9,-28.457499999999985,124.73249999999996,319.5105000000001,524.5345000000002,1221.4142000000004
2017,wind_offshore,3,365,-39.750924657534256,410.235013182546,289.00765068493155,411.59667877749916,-1599.82,1641.2874999999997,-40.49249999999984,139.02999999999977,355.16600000000005,715.6995000000007,1202.2098000000021
2017,wind_offshore,4,365,-35.80687671232877,419.5215749446796,295.4824383561644,420.4738957398308,-1708.3575,1653.3825000000002,-43.98000000000002,168.0374999999999,395.3775,628.629,1286.1966000000002
2017,wind_offshore,5,365,-23.642013698630134,424.33547844201667,297.5735753424658,424.412801843638,-1740.0775,1700.3449999999998,-36.787499999999994,170.72249999999983,403.92100000000016,667.5119999999998,1262.3111000000013
2017,wind_offshore,6,365,-12.938054794520536,436.36603978742045,309.6677808219178,435.9598928015525,-1513.7324999999998,1693.2125,-22.25999999999999,187.1125,453.58000000000004,788.4455000000002,1361.910300000001
2017,wind_offshore,7,365,2.418828767123284,450.55164932928545,313.3260890410959,449.9405336935405,-1549.4775,1806.35,-23.355000000000015,185.88750000000005,473.45000000000016,858.0445000000002,1471.7744
2017,wind_offshore,8,365,-3.0095342465753414,452.2272606254564,307.7130273972603,451.61737407034263,-1817.6,1914.7175000000009,-31.88500000000022,145.82000000000016,476.9095000000002,869.5670000000001,1434.3636000000006
2017,wind_offshore,9,365,-0.4196164383561534,453.56051217591494,312.3336712328767,452.9389646358668,-1970.83,1890.8775,-27.08250000000001,172.5375,528.7724999999998,865.2815000000002,1458.2202000000007
2017,wind_offshore,10,365,5.192965753424665,443.6457295680862,309.1370890410959,443.0680119119481,-1774.91,1813.4475,-11.7175000000002,176.875,501.37650000000036,813.4585000000005,1431.5811000000003
2017,wind_offshore,11,365,16.030890410958907,447.74877602225206,308.3841232876713,447.422282004954,-1776.4125,1795.5074999999997,-4.4375,189.10249999999996,529.715,782.9434999999999,1384.7505000000021
2017,wind_offshore,12,365,17.323849315068482,440.6071050296641,306.40512328767124,440.3440258295017,-1752.5924999999995,1704.1075,2.182499999999891,176.7750000000001,573.1980000000001,845.4390000000001,1250.5420000000006
2017,wind_offshore,13,365,18.416958904109578,433.8393743921897,306.22620547945206,433.63593626782904,-1681.2600000000002,1529.9625,23.837499999999977,202.48,597.9770000000003,819.4944999999999,1081.9310000000005
2017,wind_offshore,14,365,16.250835616438362,435.8266645928684,309.3689589041096,435.5325180656072,-1666.455,1528.7775,22.659999999999854,210.57500000000005,599.7785000000002,797.7835000000003,1048.8326000000006
2017,wind_offshore,15,365,8.438753424657532,441.8791991539143,317.82105479452053,441.35415246533074,-1542.43,1888.9225,-0.2000000000000454,194.42499999999973,575.5110000000001,766.8365,1012.7862
2017,wind_offshore,16,365,-8.482821917808208,441.35426098904094,319.2867671232877,440.8308756310718,-1753.52,2012.2275000000009,0.6999999999998181,194.72749999999996,516.5585000000001,735.8240000000001,1042.0387000000003
2017,wind_offshore,17,365,-18.590993150684938,466.0812105032694,336.32919863013694,465.8134438617523,-1866.7325,1731.5675000000006,-19.457499999999985,193.32999999999993,558.7815,788.8350000000004,1169.9322000000016
2017,wind_offshore,18,365,-8.502308219178085,488.1797655956427,349.2820342465754,487.5847030928968,-2582.1675,1579.1925,-12.904999999999989,226.385,606.5245,828.9055000000001,1264.6610000000026
2017,wind_offshore,19,365,-12.063363013698616,468.2851955989843,335.95465068493155,467.798836913057,-2064.3075,1571.155,-18.839999999999975,203.27500000000003,541.5695000000003,811.3300000000002,1271.8268000000003
2017,wind_offshore,20,365,-27.4936301369863,469.9374167058471,341.3554794520548,470.09789512558643,-1474.0425,1465.2025,-39.954999999999984,178.64750000000004,597.9145000000003,826.9250000000004,1285.6641000000022
2017,wind_offshore,21,365,-22.131294520547947,469.7887517582673,337.28337671232873,469.6664815702727,-1579.2425000000003,1612.1875,-10.455000000000013,167.65750000000023,566.9380000000002,858.2324999999996,1210.7417000000016
2017,wind_offshore,22,365,-27.341828767123282,490.07193641116606,351.32592465753424,490.16331674292815,-1478.427499999999,1569.1375,-31.882500000000164,171.1825,590.7710000000004,884.1360000000003,1408.0325000000003
2017,wind_offshore,23,364,-43.33585851648351,508.84641474302754,366.887135989011,509.9915086634032,-1648.9425,1549.7124999999996,-32.08375000000001,179.04812499999989,586.2070000000001,850.5994999999994,1392.8960500000003
2017,load,0,365,-2146.126869863014,1575.8248412040762,2217.6396506849314,2661.2555530182676,-9590.910000000003,2544.7024999999994,-1941.9024999999965,-1081.2525000000023,-454.91950000000065,-4.082000000000532,910.6637000000023
2017,load,1,365,-2146.3567260273976,1562.4742994007765,2230.1455616438357,2653.57957624074,-9354.405000000006,2672.665000000001,-1934.8824999999997,-1133.0875000000017,-489.5835000000019,97.27750000000253,1158.207100000006
2017,load,2,365,-2097.139417808219,1544.800819514349,2181.888239726027,2603.433348730257,-8791.169999999998,2882.3600000000006,-1875.4375000000073,-1114.925000000003,-431.6514999999983,-23.449499999999176,1389.712300000007
2017,load,3,365,-2105.3161438356165,1558.5656068156284,2191.1922260273977,2618.1725830167434,-8408.487500000003,3188.1900000000023,-1925.0299999999988,-1168.262499999997,-367.95200000000034,48.5650000000028,1226.3560999999993
2017,load,4,365,-2121.637191780822,1568.3948359994326,2206.4052465753425,2637.1324172671793,-8091.0374999999985,3004.225000000006,-1943.6000000000056,-1089.1625000000058,-341.53699999999947,215.76350000000383,960.7865999999998
2017,load,5,365,-2249.1342123287673,1643.762364020326,2344.600376712329,2784.4491014912314,-7746.332499999989,3691.992500000008,-2119.7449999999953,-1115.3600000000006,-295.57499999999925,281.91800000000296,955.7947999999972
2017,load,6,365,-2377.104219178082,1818.1760562201712,2530.4108767123294,2991.2090786345443,-8198.474999999999,4648.904999999999,-2365.552499999998,-1211.695000000007,-158.24550000000286,433.9610000000033,1624.814600000006
2017,load,7,365,-2182.3505205479446,1988.1401992589485,2442.6321232876708,2950.3433575431472,-9378.940000000002,5214.047499999993,-2196.760000000002,-983.189999999995,194.4900000000038,805.1025000000016,2929.570400000011
2017,load,8,365,-2112.9553219178083,1944.4653137016935,2377.077897260274,2869.698031885811,-8816.095000000001,4825.939999999995,-2116.967499999999,-900.507500000007,270.3345000000013,904.0560000000013,3063.839100000015
2017,load,9,365,-2013.3262534246576,1848.9867385213738,2245.1598561643837,2731.8250526402608,-8365.192500000005,3803.4375,-2022.2250000000056,-751.4700000000012,129.14549999999883,980.3875000000055,2181.142300000006
2017,load,10,365,-1934.5659452054797,1834.2003995230098,2174.401068493151,2664.135744674689,-8932.640000000007,3388.010000000002,-1923.8899999999992,-667.5050000000047,156.6420000000043,1036.4919999999968,2248.9802999999997
2017,load,11,365,-1883.0568835616436,1842.2020242955466,2144.969417808219,2632.5488968095547,-8901.127500000002,2808.459999999999,-1860.2124999999944,-649.0599999999977,310.6960000000024,909.4940000000039,2344.1154000000006
2017,load,12,365,-1784.6431232876712,1859.1406141124216,2098.359,2575.24470701817,-8581.670000000006,3687.9225000000006,-1794.7799999999988,-681.5174999999872,446.9084999999934,1312.770500000002,2383.4629000000104
2017,load,13,365,-1810.8405753424659,1879.8175449221828,2148.7196438356164,2608.2898963264606,-8576.294999999998,3750.8574999999983,-1786.8300000000015,-715.0375000000058,564.5009999999987,1237.9674999999988,2540.927300000006
2017,load,14,365,-2006.1030410958906,1919.4851291089217,2303.307780821918,2774.667234522852,-8964.550000000003,3948.2575,-2029.6474999999991,-827.2449999999953,406.5020000000049,1079.2390000000053,2966.4006
2017,load,15,365,-1937.2956232876716,1971.0331502398626,2270.4269794520546,2761.7824413462477,-8779.912499999999,4553.042499999996,-1965.340000000011,-756.242499999993,527.1174999999965,1261.5265000000015,2589.413200000001
2017,load,16,365,-2024.5815616438356,2058.48571611313,2348.689863013699,2885.2529747452713,-8353.852500000008,4494.4024999999965,-1949.4049999999988,-768.4599999999991,523.025000000003,1217.4320000000057,2689.876900000009
2017,load,17,365,-2252.2926849315063,2011.6420232303994,2459.1474383561645,3018.0190703445232,-10133.569999999992,3875.274999999994,-2053.274999999994,-922.8600000000006,13.01200000000394,846.6775000000067,2525.781900000001
2017,load,18,365,-2392.569006849316,1912.9716877229139,2542.9852123287674,3061.6696769735854,-8271.309999999998,2582.199999999997,-2263.3125,-1181.3899999999994,-72.91649999999801,684.6150000000002,1361.4424999999976
2017,load,19,365,-2301.092089041096,1916.8998350688596,2465.252938356164,2993.236148887916,-8147.247499999998,1771.332500000004,-2309.3224999999948,-971.3224999999948,210.94649999999803,661.0045000000042,1407.3065000000029
2017,load,20,365,-2307.103719178082,1754.5079104241604,2411.5612534246575,2896.9970461866887,-8638.909999999996,1622.135000000002,-2267.649999999994,-1022.0299999999988,-75.36349999999467,520.0864999999961,963.5042000000037
2017,load,21,365,-2297.9208356164386,1632.0498830308832,2374.515712328767,2817.220170544426,-8098.855000000003,1747.645000000004,-2219.730000000003,-1121.375,-346.8804999999989,261.57500000000493,963.6931000000034
2017,load,22,365,-2126.642883561644,1681.0757606620011,2230.857390410959,2709.406421799014,-7842.202499999999,1564.469999999994,-1985.5799999999945,-905.1199999999952,-32.9224999999976,311.3974999999964,1317.762399999999
2017,load,23,364,-2374.722348901099,1664.0706726006827,2428.5566071428575,2898.418523000771,-9091.395000000004,1358.5599999999977,-2201.4862500000017,-1247.5200000000004,-493.8554999999993,28.007625000002307,749.0448000000013
2018,solar,0,365,-0.4283835616438357,0.23736720579806037,0.4283835616438357,0.48959299562990377,-0.93,-0.065,-0.385,-0.2375,-0.11099999999999995,-0.095,-0.07909999999999996
2018,solar,1,365,-0.4360890410958905,0.23926239306818642,0.4360890410958905,0.4972557740182818,-0.9,-0.0475,-0.395,-0.2375,-0.11,-0.09,-0.0725
2018,solar,2,365,-0.44489726027397264,0.23638991523633218,0.44489726027397264,0.5036473645401306,-0.91,-0.06,-0.3975,-0.2625,-0.12349999999999994,-0.1025,-0.08159999999999996
2018,solar,3,365,-0.4474178082191781,0.2448571855242872,0.4474178082191781,0.5098759418009416,-0.9625,-0.0725,-0.4,-0.245,-0.1225,-0.1,-0.0840999999999999
2018,solar,4,365,-0.47892465753424657,0.23539310806478944,0.47926712328767124,0.53350439073311,-0.95,0.0625000000000002,-0.455,-0.2925,-0.15349999999999994,-0.12799999999999997,-0.10409999999999996
2018,solar,5,365,3.1553698630136986,9.366755891676375,4.706904109589041,9.8717831209109,-18.952499999999983,45.525000000000034,-0.395,0.1375,16.873499999999993,23.468500000000002,38.485599999999984
2018,solar,6,365,-14.119547945205476,68.84336659830808,35.71845205479452,70.1839445758991,-320.05500000000006,212.79500000000007,-0.6125,5.470000000000027,38.995000000000076,56.65150000000001,132.32800000000023
2018,solar,7,365,24.07761643835617,186.88754925890086,109.05215068493152,188.1781001890322,-813.315,1061.0100000000002,8.1775,62.77250000000003,191.50350000000049,313.61249999999995,673.0240000000003
2018,solar,8,365,114.93998630136987,447.8128500117877,302.9622876712329,461.73383505309914,-1854.0925000000009,2609.8550000000014,71.21249999999998,287.35249999999996,573.4860000000009,862.6695000000003,1479.6172000000013
2018,solar,9,365,107.52701369863014,776.46578551224,567.4110684931507,782.8214332438084,-3431.3899999999994,3436.779999999999,114.68000000000006,495.1649999999973,1028.9064999999998,1383.514000000001,2156.2104000000004
2018,solar,10,365,37.10243835616437,1104.993848203989,818.7225890410958,1104.1026939446292,-3883.102500000001,3806.3475,21.209999999999127,620.9400000000005,1411.7565000000002,1907.131500000002,2890.4740000000015
2018,solar,11,365,0.5904383561644688,1302.0968722022885,980.6775205479452,1300.3120885233666,-4665.0599999999995,4083.1725000000006,-52.51749999999811,749.1650000000009,1504.7604999999999,2190.659000000001,3736.0809000000004
2018,solar,12,365,27.13055479452054,1375.4146438757393,1050.5114726027396,1373.7971431657936,-4789.457499999999,4211.1825,-47.06000000000495,918.1150000000016,1629.991500000001,2435.5705000000003,3840.0587000000046
2018,solar,13,365,72.41619178082199,1324.979245239358,1007.237821917808,1325.1431335234374,-4646.105,4396.8325,12.847499999999854,914.1725000000006,1628.2420000000022,2256.927000000001,3600.3600000000006
2018,solar,14,365,84.97416438356173,1223.816231879904,913.1242191780821,1225.0891472285427,-4266.047499999999,4508.68,41.00500000000102,832.3225000000002,1452.7330000000006,1986.8980000000008,3214.1213000000057
2018,solar,15,365,78.36117123287666,1062.5185742301064,767.0351712328768,1063.9516867634375,-3702.487500000001,4253.487499999999,100.4225,571.135000000002,1344.174999999999,1800.4605000000006,3154.7016000000035
2018,solar,16,365,43.82397260273967,841.1776972178,555.1432191780823,841.1669773313176,-2697.115,3369.0599999999986,28.17750000000001,311.8225000000002,1008.1285000000016,1603.8060000000005,2485.9266000000084
2018,solar,17,365,11.097527397260343,610.88768640833,374.8138424657534,610.1512101475928,-2026.7225,2551.2625,-0.67,144.53750000000036,730.1125000000002,1205.7355000000002,1885.270700000005
2018,solar,18,365,-57.02942465753424,362.3270763047791,217.25894520547945,366.2971359070374,-1357.3850000000002,1507.9224999999997,-0.625,32.66749999999999,263.05449999999973,511.0870000000002,1034.6548000000003
2018,solar,19,365,-62.777541095890406,177.65413955983564,98.64797945205481,188.1901817151727,-690.3775000000005,625.9824999999996,-0.6375,-0.2375,61.99449999999997,103.42300000000003,294.03960000000103
2018,solar,20,365,-7.8965205479452045,54.96178411840617,25.5303698630137,55.45156978953155,-261.5350000000001,175.29999999999995,-0.395,0.9474999999999908,34.37700000000003,53.96450000000006,89.62960000000021
2018,solar,21,365,1.266917808219178,4.282184666172627,2.097356164383562,4.460038968746767,-4.7700000000000005,22.8575,-0.3475,-0.13,8.413500000000004,11.127000000000002,17.99140000000002
2018,solar,22,365,-0.4452123287671233,0.2165410196054312,0.4452123287671233,0.4949500632068786,-0.885,-0.095,-0.37,-0.2675,-0.18099999999999994,-0.15,-0.12159999999999996
2018,solar,23,364,-0.4322596153846155,0.23638999105021807,0.4322596153846155,0.49251912232079714,-0.9225,-0.0849999999999999,-0.3825,-0.24,-0.1275,-0.11037500000000008,-0.09407499999999999
2018,wind_onshore,0,365,-122.24519178082184,1147.3796938261692,895.5651643835615,1152.309530358191,-4645.9275,4016.949999999999,17.05999999999949,632.1599999999999,1098.0859999999998,1380.3030000000003,2702.036100000004
2018,wind_onshore,1,365,-103.38884931506854,1151.8772770196163,883.133890410959,1154.9352314019577,-4390.1775,4430.482499999998,8.534999999999854,640.7574999999999,1155.7610000000006,1446.4679999999998,2621.432500000003
2018,wind_onshore,2,365,-87.7907602739725,1165.4977747230564,889.8617876712327,1167.206356032157,-4354.68,4241.0374999999985,44.63500000000022,615.4899999999998,1162.2655000000002,1652.5115000000008,3077.9191999999994
2018,wind_onshore,3,365,-108.65167123287664,1196.056185666487,897.5360547945206,1199.3482683400916,-4321.1625,4683.504999999997,47.27249999999913,572.2024999999999,1118.9265000000005,1626.5790000000009,3030.379300000004
2018,wind_onshore,4,365,-113.28842465753426,1201.4046813061386,895.8609589041096,1205.094613829039,-3841.7024999999994,4075.1399999999994,10.0600000000004,611.9099999999999,1140.5920000000033,1748.3360000000018,3254.7213000000042
2018,wind_onshore,5,365,-162.52584931506846,1218.1679722929823,909.7747534246574,1227.3069257447912,-3890.5325,4428.812500000004,-60.23000000000047,537.4275000000002,1023.3875000000002,1760.7360000000012,2986.5693000000038
2018,wind_onshore,6,365,-366.3465410958905,1252.5125875290382,962.3359520547947,1303.3416748397267,-4054.704999999998,3438.767499999998,-216.355,337.3774999999996,889.0275000000001,1558.4505000000004,3204.0668000000023
2018,wind_onshore,7,365,-308.31891095890404,1236.28612100107,935.3006780821919,1272.50796356386,-3929.0375,3858.1775000000016,-213.755,374.6750000000002,981.8535,1572.7344999999998,2973.2953000000043
2018,wind_onshore,8,365,-24.22483561643835,1289.625557839365,944.3793698630136,1288.0855524260276,-4170.627499999999,4044.212499999998,58.557500000000005,635.2974999999997,1381.7845,1900.5304999999996,3666.6301000000035
2018,wind_onshore,9,365,239.5108287671233,1354.9431129692407,988.9605,1374.1202616066375,-4104.225,5434.362499999999,237.22500000000036,913.765,1710.2964999999997,2424.8125000000014,4096.1621000000005
2018,wind_onshore,10,365,263.0339452054794,1406.2497475914488,993.8277260273973,1428.7432574247114,-5388.892499999998,5700.380000000001,155.5725,991.0699999999996,1849.4840000000006,2441.910999999999,4250.775300000007
2018,wind_onshore,11,365,130.08837671232874,1409.9657976860976,1001.815308219178,1414.0296854486412,-5419.510000000002,4595.072499999998,76.80749999999898,801.5124999999998,1798.4315000000013,2419.7210000000014,3968.0447000000013
2018,wind_onshore,12,365,71.2256369863014,1411.414508926365,1009.9115821917809,1411.278223469925,-5215.852500000001,4786.7575,86.72749999999996,768.8025000000002,1648.696499999999,2398.6735000000012,3922.472800000001
2018,wind_onshore,13,365,82.59882876712325,1431.982317657869,1025.395993150685,1432.4028467572489,-5825.940000000002,5014.237499999999,81.16749999999593,817.552499999998,1771.99,2480.9385000000007,4093.2689
2018,wind_onshore,14,365,83.60730136986308,1498.475308303043,1061.5859452054792,1498.7550074038738,-6741.765000000003,5712.600000000002,74.31499999999983,817.0750000000007,1777.3420000000012,2672.5940000000032,4585.470300000007
2018,wind_onshore,15,365,-23.1994383561644,1534.897710436705,1075.3730136986303,1532.9692250040846,-7747.622500000001,6259.395000000004,-10.767499999999927,716.8349999999996,1535.8075000000008,2465.018500000002,4246.448700000006
2018,wind_onshore,16,365,-160.65210958904115,1579.6962230200136,1099.0773835616437,1585.6898924414872,-8401.029999999999,6722.654999999999,-159.87999999999988,596.2900000000009,1433.8969999999988,2020.2810000000002,4066.0839000000215
2018,wind_onshore,17,365,-237.6453287671234,1639.5832544845102,1175.3608767123287,1654.4919244506862,-8680.1175,7084.702499999999,-144.67749999999796,692.7425000000003,1439.2160000000008,1919.6655000000003,3766.632600000013
2018,wind_onshore,18,365,-275.9761438356164,1651.8227196789944,1190.5230753424657,1672.4848987715518,-9215.527500000002,6347.350000000002,-100.70750000000004,599.4949999999999,1379.8845000000003,1910.5345,3971.9687000000163
2018,wind_onshore,19,365,-232.00399315068498,1642.6163216264542,1190.0140753424657,1656.6900542889057,-8293.759999999998,5881.8125,-23.56999999999971,653.185,1380.6150000000002,2097.5740000000014,3570.870300000004
2018,wind_onshore,20,365,-177.17921917808206,1660.0237609317032,1248.9524794520546,1667.1897184774498,-7634.237500000003,4729.752500000002,36.67500000000109,859.6625000000004,1619.4055000000012,2207.8340000000003,4087.6847000000053
2018,wind_onshore,21,365,-236.85528082191772,1664.0489012829405,1263.0397876712327,1678.562690993924,-7503.684999999998,4767.832500000004,-52.657499999999345,850.5974999999999,1564.6385000000012,2176.8830000000003,3350.3765000000003
2018,wind_onshore,22,365,-153.18472602739732,1616.765567013087,1235.7294383561648,1621.799927380165,-6638.387499999997,4560.392500000002,-8.104999999999563,866.7299999999996,1605.2125000000003,2560.009500000001,3689.0125
2018,wind_onshore,23,364,-217.28686126373617,1682.8205473025264,1291.344320054945,1694.4965832572773,-6412.874999999996,4691.665000000001,-103.73624999999993,771.0481250000007,1631.1197500000005,2487.927124999998,3810.0775750000025
2018,wind_offshore,0,365,-20.848938356164407,496.354172685002,357.0319931506849,496.11204744184045,-1427.35,2046.7625,-22.807500000000005,195.0224999999996,566.7520000000001,857.1700000000002,1505.8349000000014
2018,wind_offshore,1,365,-6.5959589041096,517.1083317437425,359.8404109589041,516.4416016161916,-1635.7475,2172.0524999999993,1.2425000000000068,205.60750000000007,563.4780000000002,902.8520000000003,1727.5213000000012
2018,wind_offshore,2,365,7.979054794520566,523.9578444710259,369.4658767123289,523.3004358090208,-1486.4975,2673.09,7.204999999999984,248.76499999999987,552.4770000000002,879.5955000000007,1706.478500000003
2018,wind_offshore,3,365,2.9409383561644065,506.4207442231128,353.96358219178086,505.73509247744295,-1471.2199999999998,2531.085000000001,10.490000000000236,237.0675000000001,514.716,886.2910000000002,1750.7696000000017
2018,wind_offshore,4,365,-0.079034246575362,505.1461548599128,354.9818698630137,504.45370540713617,-1552.275,2799.6000000000004,11.079999999999927,218.14250000000004,538.3490000000004,837.33,1739.5821000000014
2018,wind_offshore,5,365,3.2601712328766963,492.8659565639031,360.02874657534244,492.20113189280477,-1209.4900000000002,2136.0350000000003,21.032500000000255,239.7224999999999,608.7319999999999,867.3375000000004,1518.0723000000019
2018,wind_offshore,6,365,36.255828767123305,523.3801356505552,374.7756095890411,523.9186647006338,-1346.1899999999998,1994.545,40.25749999999999,253.2874999999999,671.9540000000002,929.3275000000001,1714.8522000000014
2018,wind_offshore,7,365,71.12067123287672,547.6648326345822,383.40138356164385,551.5189699447684,-1213.2375000000002,2434.565,34.16249999999991,300.53499999999985,682.4695000000005,1003.3150000000002,1870.975100000001
2018,wind_offshore,8,365,68.7552397260274,544.6726570220372,380.04291095890403,548.2543172882034,-1166.6325000000002,2437.5474999999997,23.945,280.4375,702.5480000000003,1020.9425,1866.3435000000004
2018,wind_offshore,9,365,68.9485,529.6793470379646,376.04817123287677,533.4280159678215,-1146.5749999999998,2445.5049999999997,15.007500000000164,278.9775000000002,713.1520000000004,962.3135000000002,1785.1569000000013
2018,wind_offshore,10,365,83.9038698630137,542.114628152994,375.26580136986297,547.8347890494226,-1417.505,2451.244999999999,38.68249999999989,292.9575,708.566500000001,1091.7359999999996,1783.1019000000006
2018,wind_offshore,11,365,85.40913698630139,550.966433545014,387.2703150684931,556.8007267887062,-1554.945,2292.0325000000003,54.83750000000009,329.5675000000001,631.0709999999999,1140.479,1837.7680000000014
2018,wind_offshore,12,365,73.85818493150684,566.5382539247214,396.1750890410959,570.5622374920804,-2189.22,2330.1924999999997,42.14750000000001,320.81500000000005,697.8745000000002,1115.3040000000003,1763.4066
2018,wind_offshore,13,365,68.53696575342465,579.08439847937,402.39600684931503,582.3378057119313,-2007.1474999999996,2322.4049999999997,40.879999999999995,305.0149999999999,705.8895000000009,1025.8124999999993,1886.3629000000042
2018,wind_offshore,14,365,66.86779452054795,566.9399117642622,397.2886164383561,570.0978515918927,-2010.9925,2179.9874999999997,50.504999999999995,333.54999999999995,656.7630000000003,1059.1924999999999,1755.8001000000006
2018,wind_offshore,15,365,44.30496575342467,588.3641357168934,415.53485616438365,589.225651829635,-1964.7275,2086.7724999999996,16.022500000000036,317.6649999999995,709.3325000000003,1123.6499999999999,1819.6187000000004
2018,wind_offshore,16,365,13.944561643835609,602.6768493653408,432.84106849315066,602.0122207715452,-2126.6949999999997,2088.4625000000005,11.832500000000003,316.63999999999993,691.8905,1040.353,1762.3353000000002
2018,wind_offshore,17,365,-22.411499999999997,588.0962805048799,427.44365068493147,587.7175821830053,-2150.7725,2085.9725,-17.94999999999999,278.645,697.8884999999998,1015.1565,1518.3892000000003
2018,wind_offshore,18,365,-44.550869863013695,577.9514492855171,425.2478424657535,578.876077296587,-1904.3375,2082.7725,-28.952499999999983,246.25250000000003,597.3789999999999,937.6610000000007,1536.3119000000004
2018,wind_offshore,19,365,-53.506547945205455,572.9913924209181,419.01706849315065,574.7021680660888,-1731.0575,2077.6574999999993,-20.51750000000004,236.38250000000005,575.1800000000004,923.5140000000001,1424.646000000001
2018,wind_offshore,20,365,-57.7081095890411,578.9281628543105,419.2807534246576,581.0075757351567,-1772.9150000000004,2120.7775,-29.9375,239.775,539.1974999999999,897.4415000000004,1617.8851000000022
2018,wind_offshore,21,365,-42.61321232876711,569.6785217903972,417.6258424657534,570.4913416115534,-1745.3375,2303.202500000001,-28.202500000000043,231.1775,639.2880000000002,927.8530000000001,1463.0747000000001
2018,wind_offshore,22,365,-39.16664383561641,572.7220720458445,423.0406712328768,573.2764941081975,-1704.41,2292.8100000000004,-32.72249999999997,269.5625,609.4020000000003,804.7930000000009,1821.9567000000013
2018,wind_offshore,23,364,-28.525803571428565,596.6860458545611,438.7420535714286,596.5482736127568,-1798.9975,2329.735,-30.328750000000007,247.9550000000001,666.2087499999999,943.9179999999997,1922.4159
2018,load,0,365,-1371.0713835616439,1618.4872307053333,1632.7530684931507,2119.4718540097724,-8212.1725,2355.1749999999956,-1189.25,-361.9475000000021,475.60400000000175,894.9504999999933,2019.1408000000038
2018,load,1,365,-1291.8261780821917,1614.1005099004317,1581.1939178082189,2065.6711902372303,-8394.095000000001,4284.120000000003,-1166.6349999999948,-320.2900000000009,481.9360000000006,1085.7370000000014,2060.975100000002
2018,load,2,365,-1167.1801780821916,1579.2634561576422,1484.7047945205477,1962.0268997073943,-8291.427499999998,2429.6624999999985,-1015.4000000000016,-171.25499999999738,608.3589999999997,1056.9935000000028,1807.9400000000026
2018,load,3,365,-1168.8449452054795,1568.5552333771152,1484.7677534246577,1954.4368239046914,-7750.935000000005,2410.209999999999,-1018.7150000000038,-131.3050000000003,578.0420000000032,1153.5144999999964,1790.9841999999992
