utc_timestamp,DE_load_actual,DE_solar_actual,DE_wind_onshore_actual,DE_wind_offshore_actual,DE_load_forecast,DE_solar_forecast,DE_wind_onshore_forecast,DE_wind_offshore_forecast,solar_error,wind_onshore_error,wind_offshore_error,load_error
2016-01-01 00:00:00+01:00,43879.5675,0.305,6612.5225,2282.2075,40128.82,0.0,6071.66,2000.1325,-0.305,-540.8625000000002,-282.07500000000005,-3750.7474999999977
2016-01-01 01:00:00+01:00,42112.9625,0.33499999999999996,6425.84,2292.85,38162.68,0.0,5955.4925,2009.1925,-0.33499999999999996,-470.34749999999985,-283.6574999999998,-3950.282500000001
2016-01-01 02:00:00+01:00,40412.4975,0.3025,6429.0175,2236.1425,36769.225,0.0,5777.7675,1979.415,-0.3025,-651.25,-256.72749999999996,-3643.272499999999
2016-01-01 03:00:00+01:00,39428.39,0.3075,6534.885,2014.7925,36452.295,0.0,5604.9574999999995,1918.2075,-0.3075,-929.9275000000007,-96.58500000000004,-2976.095000000001
2016-01-01 04:00:00+01:00,39010.0225,0.2975,6519.58,1945.7875,36577.744999999995,0.0,5385.6075,1806.1275,-0.2975,-1133.9724999999999,-139.65999999999985,-2432.277500000004
2016-01-01 05:00:00+01:00,38274.6375,0.3175,5870.765,1583.26,37172.8575,0.0,5255.57,1618.3899999999999,-0.3175,-615.1950000000006,35.12999999999988,-1101.7799999999988
2016-01-01 06:00:00+01:00,37062.335,0.3125,5340.4975,1331.4625,38644.91,0.0,5073.610000000001,1437.7224999999999,-0.3125,-266.8874999999998,106.25999999999976,1582.5750000000044
2016-01-01 07:00:00+01:00,37338.025,0.3575,4703.327499999999,947.3975,41436.2675,1.5675,4752.81,1269.585,1.21,49.48250000000098,322.1875,4098.2425
2016-01-01 08:00:00+01:00,38118.6975,127.02,4017.205,649.7975,43562.355,158.9,4327.1775,1096.3825,31.88000000000001,309.97249999999985,446.5849999999999,5443.657500000001
2016-01-01 09:00:00+01:00,40249.6375,1056.115,3289.2725,441.955,45413.7675,1073.295,3792.6575,976.865,17.180000000000064,503.38499999999976,534.9100000000001,5164.130000000005
2016-01-01 10:00:00+01:00,42769.97,2609.1949999999997,2428.2575,305.6175,47467.1275,2583.1,3175.46,829.2025,-26.0949999999998,747.2024999999999,523.585,4697.157500000001
2016-01-01 11:00:00+01:00,45552.7575,3809.1675,1620.76,172.085,49735.5025,3979.3875,2663.1625000000004,645.0675,170.2199999999998,1042.4025000000004,472.98249999999996,4182.745000000003
2016-01-01 12:00:00+01:00,46391.957500000004,4202.99,1094.125,129.89,49661.1875,4526.5075,2283.4775,434.3025,323.5174999999999,1189.3525,304.4125,3269.229999999996
2016-01-01 13:00:00+01:00,45779.042499999996,3735.55,676.3175,81.8925,48274.1,4132.355,1945.555,287.85,396.8049999999994,1269.2375000000002,205.95750000000004,2495.0575000000026
2016-01-01 14:00:00+01:00,45479.5,2395.88,428.1375,45.53,46918.48,2837.8375,1654.33,209.9675,441.9575,1226.1924999999999,164.4375,1438.9800000000032
2016-01-01 15:00:00+01:00,46064.88,810.0375,385.995,4.4325,46269.715,1072.5675,1493.3525,156.1675,262.5300000000001,1107.3575,151.73499999999999,204.83499999999913
2016-01-01 16:00:00+01:00,48686.445,34.8775,667.4,0.01,47815.1525,68.125,1534.7625,125.1225,33.2475,867.3625000000001,125.1125,-871.2925000000032
2016-01-01 17:00:00+01:00,52168.8825,0.28500000000000003,1367.7575000000002,4.532500000000001,50810.92,0.28,1685.8025,130.23250000000002,-0.0050000000000000044,318.04499999999985,125.70000000000002,-1357.9625000000015
2016-01-01 18:00:00+01:00,52890.325,0.32999999999999996,2191.8675000000003,99.67,51360.9025,0.0,1848.9275,190.6875,-0.32999999999999996,-342.9400000000003,91.0175,-1529.4225000000006
2016-01-01 19:00:00+01:00,51596.04,0.2925,3234.1775,271.135,49848.445,0.0,2129.9700000000003,321.81,-0.2925,-1104.2074999999995,50.67500000000001,-1747.5950000000012
2016-01-01 20:00:00+01:00,49682.2875,0.28250000000000003,3920.935,618.165,46697.735,0.0,2524.2375,450.4175,-0.28250000000000003,-1396.6974999999998,-167.74749999999995,-2984.552499999998
2016-01-01 21:00:00+01:00,48311.0075,0.275,4577.2125,912.3125,44839.79,0.0,2934.34,573.6975,-0.275,-1642.8724999999995,-338.615,-3471.217499999999
2016-01-01 22:00:00+01:00,47738.035,0.2925,5049.7225,1196.0125,46156.76,0.0,3322.5,689.1175000000001,-0.2925,-1727.2224999999999,-506.895,-1581.2750000000015
2016-01-01 23:00:00+01:00,44472.5125,0.2975,5636.2775,1453.2475,43414.885,0.0,3630.3775,819.5025,-0.2975,-2005.9,-633.7449999999999,-1057.627499999995
2016-01-02 00:00:00+01:00,41485.4225,0.31,5898.2375,1661.0549999999998,39997.3225,0.0,5521.5375,1423.2925,-0.31,-376.6999999999998,-237.76249999999982,-1488.0999999999985
2016-01-02 01:00:00+01:00,39540.784999999996,0.35750000000000004,6759.56,2170.0725,38854.3425,0.0,6279.3225,1743.8725,-0.35750000000000004,-480.2375000000002,-426.2000000000003,-686.4424999999974
2016-01-02 02:00:00+01:00,38708.895000000004,0.3225,8212.6375,2517.8225,37760.625,0.0,7168.2175,2019.9575,-0.3225,-1044.420000000001,-497.86500000000024,-948.2700000000041
2016-01-02 03:00:00+01:00,38472.494999999995,0.3125,9395.195,2737.6775,37253.4125,0.0,8154.16,2261.0,-0.3125,-1241.0349999999999,-476.6774999999998,-1219.0824999999968
2016-01-02 04:00:00+01:00,39174.5725,0.2775,10649.0625,2790.6324999999997,36994.307499999995,0.0,9355.407500000001,2438.18,-0.2775,-1293.6549999999988,-352.4524999999999,-2180.2650000000067
2016-01-02 05:00:00+01:00,39963.8925,0.2975,12026.285,2817.9275,36772.94,0.0,10568.9425,2533.8050000000003,-0.2975,-1457.3425000000007,-284.1224999999995,-3190.9524999999994
2016-01-02 06:00:00+01:00,40932.3075,0.28500000000000003,13205.6475,2819.8375,36438.042499999996,0.0,11868.2225,2579.0924999999997,-0.28500000000000003,-1337.4249999999993,-240.74500000000035,-4494.265000000007
2016-01-02 07:00:00+01:00,43926.0875,0.2975,13906.875,2808.245,38901.915,1.3625,13191.3,2595.1974999999998,1.065,-715.5750000000007,-213.04750000000013,-5024.172500000001
2016-01-02 08:00:00+01:00,47761.2475,100.28999999999999,14525.77,2812.8825,41733.735,151.9725,14295.5475,2589.7574999999997,51.682500000000005,-230.22249999999985,-223.12500000000045,-6027.512499999997
2016-01-02 09:00:00+01:00,51465.3125,636.635,15103.545,2798.4300000000003,44742.67,955.0575000000001,15311.125,2580.24,318.4225000000001,207.57999999999993,-218.1900000000005,-6722.642500000002
2016-01-02 10:00:00+01:00,53840.47,1434.5049999999999,15582.565,2778.62,46773.3675,2078.2175,16107.692500000001,2574.74,643.7125000000003,525.1275000000005,-203.8800000000001,-7067.102500000001
2016-01-02 11:00:00+01:00,55782.8125,1990.1375,15937.842499999999,2774.7974999999997,48570.23,2939.7525,16612.7325,2570.8175,949.615,674.8899999999994,-203.97999999999956,-7212.582499999997
2016-01-02 12:00:00+01:00,56318.3925,2177.44,16047.19,2773.7025,48439.03,3131.31,17017.809999999998,2567.395,953.8699999999999,970.6199999999972,-206.3074999999999,-7879.362500000003
2016-01-02 13:00:00+01:00,55560.455,1982.315,16052.52,2763.6425,46886.1075,2654.6275,17349.6,2564.05,672.3125,1297.079999999998,-199.59249999999975,-8674.347500000003
2016-01-02 14:00:00+01:00,54969.6,1195.4425,16279.16,2768.645,45281.945,1689.1975,17785.9675,2563.05,493.7549999999999,1506.807499999999,-205.5949999999998,-9687.654999999999
