utc_timestamp,DE_load_actual,DE_solar_actual,DE_wind_onshore_actual,DE_wind_offshore_actual,DE_load_forecast,DE_solar_forecast,DE_wind_onshore_forecast,DE_wind_offshore_forecast,solar_error,wind_onshore_error,wind_offshore_error,load_error
2024-01-01 00:00:00+01:00,40170.09,3.1275,29583.685,5679.21,39523.7075,0.0,29952.93,5262.7325,-3.1275,369.244999999999,-416.47749999999996,-646.3824999999997
2024-01-01 01:00:00+01:00,38818.149999999994,2.9625,29493.06,5345.7375,37663.3375,0.0,29669.7575,5068.0625,-2.9625,176.6974999999984,-277.6750000000002,-1154.8124999999927
2024-01-01 02:00:00+01:00,37847.565,2.9325,29573.302499999998,5188.5650000000005,36652.207500000004,0.0,29551.5925,4932.2925,-2.9325,-21.709999999999127,-256.27250000000095,-1195.3574999999983
2024-01-01 03:00:00+01:00,37123.2325,3.1825,29037.555,4674.115,36426.365,0.0,29282.9925,4761.9025,-3.1825,245.4375,87.78750000000036,-696.8675000000003
2024-01-01 04:00:00+01:00,36753.515,2.7675,28969.9675,4439.345,36426.9725,0.0,29100.6725,4571.3775,-2.7675,130.70500000000175,132.03249999999935,-326.5424999999959
2024-01-01 05:00:00+01:00,37051.4025,3.0625,29096.56,4624.6849999999995,36946.0725,0.0,29122.2075,4357.9974999999995,-3.0625,25.647499999999127,-266.6875,-105.32999999999447
2024-01-01 06:00:00+01:00,36725.425,3.1925,29083.295,4285.57,37697.745,0.0,29549.1825,4197.985000000001,-3.1925,465.8875000000007,-87.58499999999913,972.3199999999997
2024-01-01 07:00:00+01:00,37321.025,4.075,29672.16,3897.0425,39206.05,0.0,29767.8325,4144.1175,-4.075,95.67250000000058,247.07500000000027,1885.0250000000015
2024-01-01 08:00:00+01:00,37984.345,425.2325,30346.285,3856.4,41851.2975,634.9575,29971.52,4166.8925,209.72499999999997,-374.7649999999994,310.49249999999984,3866.9524999999994
2024-01-01 09:00:00+01:00,39951.822499999995,3217.5025,30440.2925,3231.5275,45343.5625,3489.4449999999997,29984.06,4233.8775000000005,271.94249999999965,-456.23249999999825,1002.3500000000004,5391.740000000005
2024-01-01 10:00:00+01:00,42309.145,6342.445,30315.17,3470.0525,48030.57,6532.202499999999,29954.32,4225.46,189.7574999999997,-360.84999999999854,755.4075000000003,5721.425000000003
