year,variable,month,n,mean_error,std_error,mae,rmse,min_error,max_error,p50,p75,p90,p95,p99
2023,load,1,744,2361.3067103494623,1620.9222880740951,2427.423632392473,2863.4990845821503,-1502.7000000000044,7176.915000000001,2343.107500000002,3419.1968750000015,4517.12575,5221.863000000001,6573.423374999995
2023,load,2,672,1309.8198177083332,1296.310344938795,1518.6865364583334,1842.1584729597266,-2005.0975000000035,4757.01249999999,1261.1900000000023,2244.3243749999983,3025.117499999998,3507.4298750000003,4051.76725
2023,load,3,743,2332.4753633916557,1409.700039035028,2363.4430215343205,2724.889151021137,-1509.332500000004,6584.824999999997,2291.4225000000006,3244.880000000001,4081.6225000000013,4919.938749999993,5956.162050000001
2023,load,4,720,1384.0316840277778,1676.8723777600565,1661.3743506944445,2173.3704828380605,-2050.072500000002,7182.977500000001,1108.625,2532.3224999999984,3656.2482499999983,4509.202874999991,5459.0702500000025
2023,load,5,744,1427.7092842741936,1884.2181277333943,1742.8632627688173,2363.0192285110475,-2301.3499999999913,8568.367499999993,1083.982500000002,2490.676875000001,4008.386,4782.380000000001,7745.321050000004
2023,load,6,720,1643.4521770833333,1500.7965233986722,1894.3834409722222,2224.9038053985196,-3382.6199999999953,6346.572499999995,1713.6849999999977,2489.6325000000033,3347.923500000002,3865.597374999997,5658.933324999987
2023,load,7,744,-352.42789314516125,1509.4365106402256,1229.759371639785,1549.0453950217686,-5348.442500000005,4232.374999999993,-349.8537500000057,624.9606250000015,1448.0195000000044,2263.7916249999985,3437.7342999999987
2023,load,8,744,-1462.831149193548,1394.85316804553,1719.0512029569895,2020.6125944991088,-5374.942499999997,3410.1324999999997,-1494.701250000002,-673.335000000001,304.53050000000076,962.5621250000011,2503.1607000000045
2023,load,9,720,-1577.6836527777778,1582.7474657784217,1875.4338402777778,2233.9865616520337,-5936.767500000002,3370.2774999999965,-1665.9812500000007,-533.402500000002,473.7357500000014,1154.7257499999982,2424.746649999976
2023,load,10,745,-1656.4811140939596,1767.3715043226152,2052.682060402685,2421.4332452564336,-6461.779999999999,3762.782500000001,-1765.530000000006,-624.9574999999968,500.9889999999971,1805.769999999993,2927.0486000000005
2023,load,11,720,-2377.8840555555557,1566.3903461122534,2443.7710694444445,2846.840977266167,-6411.580000000002,2029.010000000002,-2334.5774999999994,-1207.3824999999997,-404.9129999999982,10.42762499999262,1077.5218499999976
2023,load,12,743,-908.2242900403768,2799.0943432666822,2349.9306022880214,2940.9616643898053,-7024.625,8754.192499999997,-1136.7675000000015,488.3349999999991,2705.7380000000053,4073.9567499999994,7477.0288000000055
2024,solar,1,744,82.42352822580645,960.6530914154519,381.95738575268825,963.5391037230111,-4895.055,5336.1075,-2.9924999999999997,25.37374999999996,802.8307500000005,1565.480625000001,3812.560725
2024,solar,2,696,37.97375718390805,864.2997319205588,390.1935272988506,864.513005580243,-3350.0275,4202.419999999998,-3.3975,20.865624999999998,665.7762499999997,1429.524375,3196.427749999993
