utc_timestamp,DE_load_actual,DE_solar_actual,DE_wind_onshore_actual,DE_wind_offshore_actual,DE_load_forecast,DE_solar_forecast,DE_wind_onshore_forecast,DE_wind_offshore_forecast,solar_error,wind_onshore_error,wind_offshore_error,load_error
2022-01-01 00:00:00+01:00,43915.4825,1.7275,25570.2175,5975.46,41989.33,0.0,25602.697500000002,5927.99,-1.7275,32.4800000000032,-47.470000000000255,-1926.1524999999965
2022-01-01 01:00:00+01:00,41535.6575,1.745,24318.3275,5775.297500000001,40105.295,0.0,24627.725,5834.58,-1.745,309.3974999999991,59.282499999999345,-1430.362500000003
2022-01-01 02:00:00+01:00,40480.79,1.77,23169.53,5548.1025,38783.97,0.0,23475.7475,5579.645,-1.77,306.2175000000025,31.542500000000473,-1696.8199999999997
2022-01-01 03:00:00+01:00,39563.8,1.795,22092.4825,5382.79,37751.1725,0.0,22328.815,5278.9375,-1.795,236.33250000000044,-103.85249999999996,-1812.6275000000023
2022-01-01 04:00:00+01:00,39338.085,1.77,20607.0125,5586.4325,37877.315,0.0,21287.7975,4967.9725,-1.77,680.7849999999999,-618.46,-1460.7699999999968
2022-01-01 05:00:00+01:00,38826.520000000004,1.82,19575.2175,4531.0625,37048.115,0.0,20192.0425,4649.28,-1.82,616.8250000000007,118.21749999999975,-1778.405000000006
2022-01-01 06:00:00+01:00,38412.9375,1.8425,19274.45,4514.5650000000005,35606.9625,0.0,19309.65,4416.28,-1.8425,35.20000000000073,-98.28500000000076,-2805.9749999999985
2022-01-01 07:00:00+01:00,39076.244999999995,2.0525,18045.385000000002,4850.219999999999,36905.4525,0.0,18167.78,4168.87,-2.0525,122.3949999999968,-681.3499999999995,-2170.792499999996
2022-01-01 08:00:00+01:00,40299.12,224.09,16691.665,4171.9175,39465.36,335.65,16961.105000000003,3881.505,111.55999999999997,269.4400000000023,-290.41249999999945,-833.760000000002
2022-01-01 09:00:00+01:00,42510.1375,1803.8650000000002,15714.72,4213.9525,42336.01,2031.7625,15467.2625,3711.5225,227.8974999999998,-247.45749999999862,-502.4300000000003,-174.12749999999505
2022-01-01 10:00:00+01:00,44382.0075,4114.9225,14022.3975,4050.96,44776.795,4258.702499999999,13773.622500000001,3877.015,143.77999999999975,-248.77499999999782,-173.94500000000016,394.78749999999854
2022-01-01 11:00:00+01:00,46731.8625,6354.8175,11941.25,4264.955,47649.115,6084.9725,12114.205,4142.195,-269.84500000000025,172.95499999999993,-122.76000000000022,917.252499999995
